7.9038,4.0603,8.0162,0.2336,2.4295,15.405,0.4075
6.5607,0.8224,6.5607,0.4051,-3.993,57.636,0.1770
7.8419,4.1053,8.0027,0.2340,2.4160,15.113,0.4714
6.5423,1.6186,6.5423,0.4060,-4.011,49.405,0.2635
7.8924,4.0475,8.0239,0.2334,2.4372,15.431,0.4803
8.3168,2.6980,8.3168,0.3309,-2.237,50.647,0.2592
7.8933,4.0364,8.0009,0.2341,2.4142,15.455,0.4879
6.6805,2.5993,6.6805,0.3996,-3.873,47.592,0.2682
7.9195,4.1026,8.0446,0.2329,2.4579,15.158,0.5087
8.3380,2.4197,8.3380,0.3301,-2.216,48.685,0.2666
7.8911,4.2293,8.0792,0.2320,2.4926,14.402,0.4918
8.0628,3.0155,8.0628,0.3408,-2.491,43.821,0.3266
7.9096,4.1257,8.0422,0.2329,2.4555,15.028,0.4879
7.1535,1.1830,7.1535,0.3784,-3.400,58.486,0.1855
7.9320,4.1470,8.0713,0.2322,2.4846,14.901,0.4878
6.7944,1.1316,6.7944,0.3943,-3.759,55.210,0.2256
7.9193,4.1990,8.0695,0.2322,2.4828,14.827,0.4850
7.3445,0.9108,7.3445,0.3701,-3.209,61.654,0.1627
7.8957,4.1567,8.0373,0.2331,2.4506,14.793,0.4848
5.8195,-0.738,5.8195,0.4412,-4.734,62.509,0.1277
7.8709,4.1584,8.0504,0.2327,2.4637,14.777,0.5000
7.9613,2.7934,7.9613,0.3448,-2.592,43.893,0.3198
7.8764,4.0920,8.0181,0.2336,2.4314,15.174,0.4957
7.6794,2.0011,7.6794,0.3561,-2.874,52.240,0.2496
7.9430,4.1877,8.0821,0.2319,2.4955,14.782,0.5046
6.0017,1.8796,6.0017,0.4320,-4.552,45.607,0.3214
7.8968,4.1289,8.0428,0.2329,2.4561,14.922,0.4868
6.0704,0.3808,6.0704,0.4286,-4.483,59.818,0.1780
7.8709,4.1439,8.0625,0.2324,2.4758,14.882,0.5057
7.7152,2.8439,7.7152,0.3547,-2.838,40.5,0.3587
7.9066,4.1697,8.0436,0.2329,2.4569,14.859,0.5036
7.1245,2.7023,7.1245,0.3796,-3.429,51.687,0.2492
7.8941,4.1402,8.0758,0.2321,2.4891,14.667,0.5054
8.5760,2.8520,8.5760,0.3212,-1.978,49.779,0.2656
7.9320,4.2189,8.0799,0.2319,2.4932,14.721,0.4929
5.7878,-0.448,5.7878,0.4428,-4.766,62.379,0.1459
7.8909,4.1470,8.0447,0.2329,2.4581,14.796,0.4855
8.5061,3.7071,8.5061,0.3238,-2.048,41.413,0.3416
7.9341,4.2461,8.1025,0.2313,2.5158,14.589,0.5087
8.2372,2.5310,8.2372,0.3340,-2.316,50.053,0.2740
7.9141,4.2047,8.0643,0.2324,2.4776,14.656,0.5006
7.0488,1.2727,7.0488,0.3830,-3.505,56.187,0.2224
7.9151,4.2715,8.0870,0.2317,2.5003,14.439,0.5162
7.7213,1.9944,7.7213,0.3544,-2.832,47.988,0.2656
7.9198,4.1533,8.0861,0.2318,2.4994,14.743,0.5144
5.2799,-0.023,5.2799,0.4695,-5.274,57.073,0.2077
7.8931,4.1549,8.0335,0.2332,2.4468,15.008,0.5088
7.9152,1.9191,7.9152,0.3466,-2.638,49.536,0.2544
7.9408,4.1165,8.0591,0.2325,2.4724,14.999,0.4791
6.0145,2.0067,6.0145,0.4314,-4.539,49.779,0.2774
7.8919,4.1192,8.0338,0.2332,2.4471,15.038,0.4788
7.9961,2.7166,7.9961,0.3434,-2.558,48.361,0.2871
7.9679,4.1732,8.0863,0.2318,2.4996,15.006,0.4851
6.8646,1.6899,6.8646,0.3912,-3.689,51.174,0.2385
7.9587,4.3556,8.1699,0.2295,2.5832,13.999,0.5040
8.4251,3.4161,8.4251,0.3268,-2.129,45.405,0.3043
7.9037,4.2660,8.1020,0.2313,2.5153,14.380,0.4892
6.6245,2.7760,6.6245,0.4021,-3.929,44.536,0.3197
7.9233,4.2451,8.0959,0.2315,2.5092,14.514,0.5035
8.7964,3.5551,8.7964,0.3132,-1.757,46.453,0.3102
7.9511,4.3869,8.1737,0.2294,2.5870,13.791,0.5206
6.5918,2.0795,6.5918,0.4037,-3.962,52.501,0.2470
7.8585,4.2894,8.1286,0.2306,2.5419,13.930,0.5262
7.6260,2.3532,7.6260,0.3583,-2.928,52.479,0.2305
7.9046,4.3633,8.1835,0.2292,2.5968,13.669,0.5204
6.5585,1.7727,6.5585,0.4052,-3.995,48.748,0.2818
7.8808,4.4292,8.1721,0.2295,2.5854,13.259,0.5225
7.1699,1.8776,7.1699,0.3777,-3.384,54.0,0.2286
7.8747,4.1601,8.0847,0.2318,2.4980,14.407,0.4998
6.1477,0.6142,6.1477,0.4248,-4.406,59.899,0.1594
7.8923,4.3250,8.1134,0.2310,2.5267,14.024,0.5090
5.8417,0.8794,5.8417,0.4401,-4.712,52.483,0.2563
7.8935,4.3338,8.1607,0.2298,2.5740,13.532,0.5147
8.6590,3.7722,8.6590,0.3182,-1.895,43.690,0.3339
7.9419,4.3160,8.1296,0.2306,2.5430,14.080,0.5039
6.9092,1.2107,6.9092,0.3892,-3.645,55.183,0.2118
7.9219,4.1534,8.1069,0.2312,2.5202,14.523,0.5000
7.1583,1.6774,7.1583,0.3782,-3.395,52.38,0.2515
